Iteration,BestCost
1460,8228.883435
1470,8228.883435
1480,8228.883435
1490,8228.883435
1500,8228.883435
1510,8228.883435
1520,8228.883435
1530,8228.883435
1540,8228.883435
1550,8228.883435
1560,8228.883435
1570,8228.883435
1580,8228.883435
1590,8228.883435
1600,8228.883435
1610,8228.883435
1620,8228.883435
1630,8228.883435
1640,8228.883435
1650,8228.883435
1660,8228.883435
1670,8228.883435
1680,8228.883435
1690,8228.883435
1700,8228.883435
1710,8228.883435
1720,8228.883435
1730,8228.883435
1740,8228.883435
1750,8228.883435
1760,8228.883435
1770,8228.883435
1780,8228.883435
1790,8228.883435
1800,8228.883435
1810,8228.883435
1820,8228.883435
1830,8228.883435
1840,8228.883435
1850,8228.883435
1860,8228.883435
1870,8228.883435
1880,8228.883435
1890,8228.883435
1900,8228.883435
1910,8228.883435
1920,8228.883435
1930,8228.883435
1940,8228.883435
1950,8228.883435
1960,8228.883435
1970,8228.883435
1980,8228.883435
1990,8228.883435
2000,8228.883435
2010,8228.883435
2020,8228.883435
2030,8228.883435
2040,8228.883435
2050,8228.883435
2060,8228.883435
2070,8228.883435
2080,8228.883435
2090,8228.883435
2100,8228.883435
2110,8228.883435
2120,8228.883435
2130,8228.883435
2140,8228.883435
2150,8228.883435
2160,8228.883435
2170,8228.883435
2180,8228.883435
2190,8228.883435
2200,8228.883435
2210,8228.883435
2220,8228.883435
2230,8228.883435
2240,8228.883435
2250,8228.883435
2260,8228.883435
2270,8228.883435
2280,8228.883435
2290,8228.883435
2300,8228.883435
2310,8228.883435
2320,8228.883435
2330,8228.883435
2340,8228.883435
2350,8228.883435
2360,8228.883435
2370,8228.883435
2380,8228.883435
2390,8228.883435
2400,8228.883435
2410,8228.883435
2420,8228.883435
2430,8228.883435
2440,8228.883435
2450,8228.883435
2460,8228.883435
2470,8228.883435
2480,8228.883435
2490,8228.883435
2500,8228.883435
2510,8228.883435
2520,8228.883435
2530,8228.883435
2540,8228.883435
2550,8228.883435
2560,8228.883435
2570,8228.883435
2580,8228.883435
2590,8228.883435
2600,8228.883435
2610,8228.883435
2620,8228.883435
2630,8228.883435
2640,8228.883435
2650,8228.883435
2660,8228.883435
2670,8228.883435
2680,8228.883435
2690,8228.883435
2700,8228.883435
2710,8228.883435
2720,8228.883435
2730,8228.883435
2740,8228.883435
2750,8228.883435
2760,8228.883435
2770,8228.883435
2780,8228.883435
2790,8228.883435
2800,8228.883435
2810,8228.883435
2820,8228.883435
2830,8228.883435
2840,8228.883435
2850,8228.883435
2860,8228.883435
2870,8228.883435
2880,8228.883435
2890,8228.883435
2900,8228.883435
2910,8228.883435
2920,8228.883435
2930,8228.883435
2940,8228.883435
2950,8228.883435
2960,8228.883435
2970,8228.883435
2980,8228.883435
2990,8228.883435
3000,8228.883435
3010,8228.883435
3020,8228.883435
3030,8228.883435
3040,8228.883435
3050,8228.883435
3060,8228.883435
3070,8228.883435
3080,8228.883435
3090,8228.883435
3100,8228.883435
3110,8228.883435
3120,8228.883435
3130,8228.883435
3140,8228.883435
3150,8228.883435
3160,8228.883435
3170,8228.883435
3180,8228.883435
3190,8228.883435
3200,8228.883435
3210,8228.883435
3220,8228.883435
3230,8228.883435
3240,8228.883435
3250,8228.883435
3260,8228.883435
3270,8228.883435
3280,8228.883435
3290,8228.883435
3300,8228.883435
3310,8228.883435
3320,8228.883435
3330,8228.883435
3340,8228.883435
3350,8228.883435
3360,8228.883435
3370,8228.883435
3380,8228.883435
3390,8228.883435
3400,8228.883435
3410,8228.883435
3420,8228.883435
3430,8228.883435
3440,8228.883435
3450,8228.883435
3460,8228.883435
3470,8228.883435
3480,8228.883435
3490,8228.883435
3500,8228.883435
3510,8228.883435
3520,8228.883435
3530,8228.883435
3540,8228.883435
3550,8228.883435
3560,8228.883435
3570,8228.883435
3580,8228.883435
3590,8228.883435
3600,8228.883435
3610,8228.883435
3620,8228.883435
3630,8228.883435
3640,8228.883435
3650,8228.883435
3660,8228.883435
3670,8228.883435
3680,8228.883435
3690,8228.883435
3700,8228.883435
3710,8228.883435
3720,8228.883435
3730,8228.883435
3740,8228.883435
3750,8228.883435
3760,8228.883435
3770,8228.883435
3780,8228.883435
3790,8228.883435
3800,8228.883435
3810,8228.883435
3820,8228.883435
3830,8228.883435
3840,8228.883435
3850,8228.883435
3860,8228.883435
3870,8228.883435
3880,8228.883435
3890,8228.883435
3900,8228.883435
3910,8228.883435
3920,8228.883435
3930,8228.883435
3940,8228.883435
3950,8228.883435
3960,8228.883435
3970,8228.883435
3980,8228.883435
3990,8228.883435
4000,8228.883435
4010,8228.883435
4020,8228.883435
4030,8228.883435
4040,8228.883435
4050,8228.883435
4060,8228.883435
4070,8228.883435
4080,8228.883435
4090,8228.883435
4100,8228.883435
4110,8228.883435
4120,8228.883435
4130,8228.883435
4140,8228.883435
4150,8228.883435
4160,8228.883435
4170,8228.883435
4180,8228.883435
4190,8228.883435
4200,8228.883435
4210,8228.883435
4220,8228.883435
4230,8228.883435
4240,8228.883435
4250,8228.883435
4260,8228.883435
4270,8228.883435
4280,8228.883435
4290,8228.883435
4300,8228.883435
4310,8228.883435
4320,8228.883435
4330,8228.883435
4340,8228.883435
4350,8228.883435
4360,8228.883435
4370,8228.883435
4380,8228.883435
4390,8228.883435
4400,8228.883435
4410,8228.883435
4420,8228.883435
4430,8228.883435
4440,8228.883435
4450,8228.883435
4460,8228.883435
4470,8228.883435
4480,8228.883435
4490,8228.883435
4500,8228.883435
4510,8228.883435
4520,8228.883435
4530,8228.883435
4540,8228.883435
4550,8228.883435
4560,8228.883435
4570,8228.883435
4580,8228.883435
4590,8228.883435
4600,8228.883435
4610,8228.883435
4620,8228.883435
4630,8228.883435
4640,8228.883435
4650,8228.883435
4660,8228.883435
4670,8228.883435
4680,8228.883435
4690,8228.883435
4700,8228.883435
4710,8228.883435
4720,8228.883435
4730,8228.883435
4740,8228.883435
4750,8228.883435
4760,8228.883435
4770,8228.883435
4780,8228.883435
4790,8228.883435
4800,8228.883435
4810,8228.883435
4820,8228.883435
4830,8228.883435
4840,8228.883435
4850,8228.883435
4860,8228.883435
4870,8228.883435
4880,8228.883435
4890,8228.883435
4900,8228.883435
4910,8228.883435
4920,8228.883435
4930,8228.883435
4940,8228.883435
4950,8228.883435
4960,8228.883435
4970,8228.883435
4980,8228.883435
4990,8228.883435
