Iteration,BestCost
2340,8236.684578
2350,8236.684578
2360,8236.684578
2370,8236.684578
2380,8236.684578
2390,8236.684578
2400,8236.684578
2410,8236.684578
2420,8236.684578
2430,8236.684578
2440,8236.684578
2450,8236.684578
2460,8236.684578
2470,8236.684578
2480,8236.684578
2490,8236.684578
2500,8236.684578
2510,8236.684578
2520,8236.684578
2530,8236.684578
2540,8236.684578
2550,8236.684578
2560,8236.684578
2570,8236.684578
2580,8236.684578
2590,8236.684578
2600,8236.684578
2610,8236.684578
2620,8236.684578
2630,8236.684578
2640,8236.684578
2650,8236.684578
2660,8236.684578
2670,8236.684578
2680,8236.684578
2690,8236.684578
2700,8236.684578
2710,8236.684578
2720,8236.684578
2730,8236.684578
2740,8236.684578
2750,8236.684578
2760,8236.684578
2770,8236.684578
2780,8236.684578
2790,8236.684578
2800,8236.684578
2810,8236.684578
2820,8236.684578
2830,8236.684578
2840,8236.684578
2850,8236.684578
2860,8236.684578
2870,8236.684578
2880,8236.684578
2890,8236.684578
2900,8236.684578
2910,8236.684578
2920,8236.684578
2930,8236.684578
2940,8236.684578
2950,8236.684578
2960,8236.684578
2970,8236.684578
2980,8236.684578
2990,8236.684578
3000,8236.684578
3010,8236.684578
3020,8236.684578
3030,8236.684578
3040,8236.684578
3050,8236.684578
3060,8236.684578
3070,8236.684578
3080,8236.684578
3090,8236.684578
3100,8236.684578
3110,8236.684578
3120,8236.684578
3130,8236.684578
3140,8236.684578
3150,8236.684578
3160,8236.684578
3170,8236.684578
3180,8236.684578
3190,8236.684578
3200,8236.684578
3210,8236.684578
3220,8236.684578
3230,8236.684578
3240,8236.684578
3250,8236.684578
3260,8236.684578
3270,8236.684578
3280,8236.684578
3290,8236.684578
3300,8236.684578
3310,8236.684578
3320,8236.684578
3330,8236.684578
3340,8236.684578
3350,8236.684578
3360,8236.684578
3370,8236.684578
3380,8236.684578
3390,8236.684578
3400,8236.684578
3410,8236.684578
3420,8236.684578
3430,8236.684578
3440,8236.684578
3450,8236.684578
3460,8236.684578
3470,8236.684578
3480,8236.684578
3490,8236.684578
3500,8236.684578
3510,8236.684578
3520,8236.684578
3530,8236.684578
3540,8236.684578
3550,8236.684578
3560,8236.684578
3570,8236.684578
3580,8236.684578
3590,8236.684578
3600,8236.684578
3610,8236.684578
3620,8236.684578
3630,8236.684578
3640,8236.684578
3650,8236.684578
3660,8236.684578
3670,8236.684578
3680,8236.684578
3690,8236.684578
3700,8236.684578
3710,8236.684578
3720,8236.684578
3730,8236.684578
3740,8236.684578
3750,8236.684578
3760,8236.684578
3770,8236.684578
3780,8236.684578
3790,8236.684578
3800,8236.684578
3810,8236.684578
3820,8236.684578
3830,8236.684578
3840,8236.684578
3850,8236.684578
3860,8236.684578
3870,8236.684578
3880,8236.684578
3890,8236.684578
3900,8236.684578
3910,8236.684578
3920,8236.684578
3930,8236.684578
3940,8236.684578
3950,8236.684578
3960,8236.684578
3970,8236.684578
3980,8236.684578
3990,8236.684578
4000,8236.684578
4010,8236.684578
4020,8236.684578
4030,8236.684578
4040,8236.684578
4050,8236.684578
4060,8236.684578
4070,8236.684578
4080,8236.684578
4090,8236.684578
4100,8236.684578
4110,8236.684578
4120,8236.684578
4130,8236.684578
4140,8236.684578
4150,8236.684578
4160,8236.684578
4170,8236.684578
4180,8236.684578
4190,8236.684578
4200,8236.684578
4210,8236.684578
4220,8236.684578
4230,8236.684578
4240,8236.684578
4250,8236.684578
4260,8236.684578
4270,8236.684578
4280,8236.684578
4290,8236.684578
4300,8236.684578
4310,8236.684578
4320,8236.684578
4330,8236.684578
4340,8236.684578
4350,8236.684578
4360,8236.684578
4370,8236.684578
4380,8236.684578
4390,8236.684578
4400,8236.684578
4410,8236.684578
4420,8236.684578
4430,8236.684578
4440,8236.684578
4450,8236.684578
4460,8236.684578
4470,8236.684578
4480,8236.684578
4490,8236.684578
4500,8236.684578
4510,8236.684578
4520,8236.684578
4530,8235.192860
4540,8235.192860
4550,8235.192860
4560,8235.192860
4570,8235.192860
4580,8235.192860
4590,8235.192860
4600,8235.192860
4610,8235.192860
4620,8235.192860
4630,8235.192860
4640,8235.192860
4650,8234.855103
4660,8234.855103
4670,8234.855103
4680,8234.855103
4690,8234.855103
4700,8234.855103
4710,8234.855103
4720,8234.855103
4730,8234.634570
4740,8234.634570
4750,8234.634570
4760,8234.634570
4770,8234.634570
4780,8234.634570
4790,8234.613424
4800,8234.613424
4810,8234.480339
4820,8234.480339
4830,8234.480339
4840,8234.480339
4850,8234.480339
4860,8234.480339
4870,8234.480339
4880,8234.480339
4890,8234.480339
4900,8234.480339
4910,8234.460351
4920,8234.460351
4930,8234.460351
4940,8234.460351
4950,8234.451592
4960,8234.451592
4970,8234.433721
4980,8234.433721
4990,8234.433721
